id,official_name,name,maker,barcode,base_amount,base_unit,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_g,salt_g,calcium_mg,iron_mg,vitamin_a_mcg,vitamin_e_mg,vitamin_b1_mg,vitamin_b2_mg,vitamin_c_mg,saturated_fat_g
mext_10343,＜いか・たこ類＞　（いか類）　けんさきいか　生,けんさきいか　生,,,100,g,77,17.5,1,0.1,0,0.5,12,0.1,7,1.6,0.01,0.02,2,
mext_10344,＜いか・たこ類＞　（いか類）　こういか　生,こういか　生,,,100,g,64,14.9,1.3,0.1,0,0.7,17,0.1,5,2.2,0.03,0.05,1,
mext_10345,＜いか・たこ類＞　（いか類）　するめいか　生,するめいか　生,,,100,g,76,17.9,0.8,0.1,0,0.5,11,0.1,13,2.1,0.07,0.05,1,
mext_10346,＜いか・たこ類＞　（いか類）　するめいか　水煮,するめいか　水煮,,,100,g,98,21.9,0.9,0.1,0,0.6,14,0.1,16,2.5,0.05,0.06,1,
mext_10347,＜いか・たこ類＞　（いか類）　するめいか　焼き,するめいか　焼き,,,100,g,108,23.6,1,0.1,0,0.8,14,0.2,22,2.5,0.09,0.07,1,
mext_10417,＜いか・たこ類＞　（いか類）　するめいか　胴　皮つき　生,するめいか　胴　皮つき　生,,,100,g,78,18.6,0.7,0.1,0,0.5,10,0.1,12,1.9,0.06,0.04,2,
mext_10418,＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　生,するめいか　胴　皮なし　生,,,1,個,200,46.5,1.5,0.25,0,1.25,25,0.25,27.5,3.75,0.15,0.1,5,
mext_10419,＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　天ぷら,するめいか　胴　皮なし　天ぷら,,,1,個,437.5,41.75,27,15.75,2,1,65,0.25,27.5,7.5,0.175,0.175,2.5,
mext_10470,＜いか・たこ類＞　（いか類）　するめいか　胴　皮なし　フライ,するめいか　胴　皮なし　フライ,,,1,個,880,62,58.5,30.5,,2.25,55,1,17.5,14.5,0.175,0.15,2.5,
mext_10420,＜いか・たこ類＞　（いか類）　するめいか　耳・足　生,するめいか　耳・足　生,,,100,g,75,16.9,0.9,0,0,0.6,13,0.1,15,2.4,0.09,0.06,1,
mext_10348,＜いか・たこ類＞　（いか類）　ほたるいか　生,ほたるいか　生,,,100,g,74,11.8,3.5,0.2,0,0.7,14,0.8,1500,4.3,0.19,0.27,5,
mext_10349,＜いか・たこ類＞　（いか類）　ほたるいか　ゆで,ほたるいか　ゆで,,,100,g,91,17.7,2.9,0.4,0,0.6,22,1.1,1900,4.5,0.2,0.3,,
mext_10350,＜いか・たこ類＞　（いか類）　ほたるいか　くん製,ほたるいか　くん製,,,100,g,305,43.1,7.5,21.3,0,3.8,55,10,150,2.3,0.4,0.5,0,
mext_10351,＜いか・たこ類＞　（いか類）　ほたるいか　つくだ煮,ほたるいか　つくだ煮,,,100,g,245,27,6.7,22.9,0,3,26,2.7,690,1.9,0.09,0.21,0,
mext_10352,＜いか・たこ類＞　（いか類）　やりいか　生,やりいか　生,,,100,g,79,17.6,1,0.4,0,0.4,10,0.1,8,1.4,0.04,0.03,2,
mext_10353,＜いか・たこ類＞　（いか類）　加工品　するめ,加工品　するめ,,,100,g,304,69.2,4.3,0.4,0,2.3,43,0.8,22,4.4,0.1,0.1,0,
mext_10354,＜いか・たこ類＞　（いか類）　加工品　さきいか,加工品　さきいか,,,100,g,268,45.5,3.1,17.3,0,6.9,23,1.6,3,1.7,0.06,0.09,0,
mext_10355,＜いか・たこ類＞　（いか類）　加工品　くん製,加工品　くん製,,,100,g,202,35.2,1.5,12.8,0,6.1,9,0.7,,1.8,0.1,0.15,0,
mext_10356,＜いか・たこ類＞　（いか類）　加工品　切りいかあめ煮,加工品　切りいかあめ煮,,,100,g,310,22.7,4.7,46.1,0,2.8,65,0.8,,1.9,0.06,0.1,0,
mext_10357,＜いか・たこ類＞　（いか類）　加工品　いかあられ,加工品　いかあられ,,,100,g,289,20,1.8,49.1,0,1.8,18,0.4,,1.1,0.07,0.1,0,
mext_10358,＜いか・たこ類＞　（いか類）　加工品　塩辛,加工品　塩辛,,,100,g,114,15.2,3.4,6.5,0,6.9,16,1.1,200,3.3,,0.1,,
mext_10359,＜いか・たこ類＞　（いか類）　加工品　味付け缶詰,加工品　味付け缶詰,,,100,g,127,21.4,1.8,7.7,0,1.8,16,0.6,7,2.8,0.02,0.07,0,
mext_10360,＜いか・たこ類＞　（たこ類）　いいだこ　生,いいだこ　生,,,100,g,64,14.6,0.8,0.1,0,0.6,20,2.2,36,2.7,0.01,0.08,1,
mext_10361,＜いか・たこ類＞　（たこ類）　まだこ　皮つき　生,まだこ　皮つき　生,,,100,g,70,16.1,0.9,0.2,0,1,15,0.6,1,0.8,0.03,0.08,1,
mext_10471,＜いか・たこ類＞　（たこ類）　まだこ　皮なし　生,まだこ　皮なし　生,,,1,個,220,47.5,2.5,1,,4.5,37.5,0.25,2.5,2.25,0.1,0.1,5,
mext_10362,＜いか・たこ類＞　（たこ類）　まだこ　ゆで,まだこ　ゆで,,,100,g,91,21.7,0.7,0.1,0,0.6,19,0.2,5,1.9,0.03,0.05,,
mext_10472,＜いか・たこ類＞　（たこ類）　まだこ　蒸しだこ,まだこ　蒸しだこ,,,100,g,75,16.8,1.2,0.2,,1.2,15,0.1,2,1.2,0.03,0.04,1,
mext_10473,＜いか・たこ類＞　（たこ類）　まだこ　蒸しだこ　油いため,まだこ　蒸しだこ　油いため,,,100,g,112,22.4,3,0.2,,1.2,18,0.1,4,2.1,0.03,0.04,1,
mext_10474,＜いか・たこ類＞　（たこ類）　まだこ　蒸しだこ　素揚げ,まだこ　蒸しだこ　素揚げ,,,100,g,131,26,4,0.2,,1.4,22,0.1,4,2.5,0.04,0.05,1,
mext_10432,＜いか・たこ類＞　（たこ類）　みずだこ　生,みずだこ　生,,,100,g,61,13.4,0.9,0.1,0,1.1,19,0.1,4,1.1,0.04,0.05,1,
mext_10363,＜その他＞　あみ　つくだ煮,あみ　つくだ煮,,,100,g,230,19.1,1.8,35.1,,6.9,490,7.1,170,4.7,0.13,0.21,0,
mext_10364,＜その他＞　あみ　塩辛,あみ　塩辛,,,100,g,62,12.9,1.1,0.8,,19.8,460,0.5,65,2.4,0.07,0.07,0,
mext_10365,＜その他＞　うに　生うに,うに　生うに,,,100,g,109,16,4.8,3.3,0,0.6,12,0.9,58,3.6,0.1,0.44,3,
mext_10366,＜その他＞　うに　粒うに,うに　粒うに,,,100,g,172,17.2,5.8,15.6,0,8.4,46,1.1,83,3.6,0.14,0.65,0,
mext_10367,＜その他＞　うに　練りうに,うに　練りうに,,,100,g,166,13.5,2.9,22.4,0,7.1,38,1.8,25,4.4,,0.3,0,
mext_10368,＜その他＞　おきあみ　生,おきあみ　生,,,100,g,84,15,3.2,0.2,,1.1,360,0.8,180,2.5,0.15,0.26,2,
mext_10369,＜その他＞　おきあみ　ゆで,おきあみ　ゆで,,,100,g,78,13.8,3,,,1.6,350,0.6,150,2.2,0.21,0.25,1,
mext_10370,＜その他＞　くらげ　塩蔵　塩抜き,くらげ　塩蔵　塩抜き,,,100,g,21,5.2,0.1,,0,0.3,2,0.3,0,0,,0.01,0,
mext_10371,＜その他＞　しゃこ　ゆで,しゃこ　ゆで,,,100,g,89,19.2,1.7,0.2,0,0.8,88,0.8,180,2.8,0.26,0.13,0,
mext_10372,＜その他＞　なまこ　生,なまこ　生,,,100,g,22,4.6,0.3,0.5,0,1.7,72,0.1,,0.4,0.05,0.02,0,
mext_10373,＜その他＞　なまこ　このわた,なまこ　このわた,,,100,g,54,11.4,1.8,0.5,0,4.6,41,4,66,0.4,0.2,0.5,0,
mext_10374,＜その他＞　ほや　生,ほや　生,,,100,g,27,5,0.8,0.8,0,3.3,32,5.7,,1.2,0.01,0.13,3,
mext_10375,＜その他＞　ほや　塩辛,ほや　塩辛,,,100,g,69,11.6,1.1,3.8,0,3.6,14,3,,1.3,0.01,0.18,0,
mext_10376,＜水産練り製品＞　かに風味かまぼこ,かに風味かまぼこ,,,100,g,89,12.1,0.5,9.2,0,2.2,120,0.2,21,0.9,0.01,0.04,1,
mext_10423,＜水産練り製品＞　黒はんぺん,黒はんぺん,,,100,g,119,11.2,2.9,13.7,0.9,1.4,110,1,4,0.1,,0.1,0,
mext_10377,＜水産練り製品＞　昆布巻きかまぼこ,昆布巻きかまぼこ,,,100,g,83,8.9,0.5,11,,2.4,70,0.3,6,0.3,0.03,0.08,,
mext_10378,＜水産練り製品＞　す巻きかまぼこ,す巻きかまぼこ,,,100,g,89,12,0.8,8.7,0,2.2,25,0.2,,0.3,,0.01,0,
mext_10379,＜水産練り製品＞　蒸しかまぼこ,蒸しかまぼこ,,,100,g,93,12,0.9,9.7,0,2.5,25,0.3,,0.2,,0.01,0,
mext_10380,＜水産練り製品＞　焼き抜きかまぼこ,焼き抜きかまぼこ,,,100,g,102,16.2,1,7.4,0,2.4,25,0.2,,0.3,0.05,0.08,0,
mext_10381,＜水産練り製品＞　焼き竹輪,焼き竹輪,,,100,g,107,13.2,0.4,13.3,0,2.5,48,0.2,11,0.3,0.01,0.05,36,
mext_10382,＜水産練り製品＞　だて巻,だて巻,,,100,g,190,14.6,7.5,17.6,0,0.9,25,0.5,60,1.8,0.04,0.2,0,
mext_10383,＜水産練り製品＞　つみれ,つみれ,,,100,g,104,12,4.3,6.5,0,1.4,60,1,,0.2,0.02,0.2,0,
mext_10384,＜水産練り製品＞　なると,なると,,,100,g,80,7.6,0.4,11.6,0,2,15,0.5,,0.1,,0.01,0,
mext_10385,＜水産練り製品＞　はんぺん,はんぺん,,,100,g,93,9.9,1,11.4,0,1.5,15,0.5,,0.4,,0.01,0,
mext_10386,＜水産練り製品＞　さつま揚げ,さつま揚げ,,,100,g,116,11.3,2.4,12.6,0,2,20,0.1,6,0.4,0.01,0.03,0,
mext_10387,＜水産練り製品＞　魚肉ハム,魚肉ハム,,,100,g,155,13.4,6.7,11.1,0,2.3,45,1,,0.6,0.2,0.6,0,
mext_10388,＜水産練り製品＞　魚肉ソーセージ,魚肉ソーセージ,,,100,g,158,11.5,7.2,12.6,0,2.1,100,1,,0.2,0.2,0.6,0,
mext_11001,＜畜肉類＞　いのしし　肉　脂身つき　生,いのしし　肉　脂身つき　生,,,100,g,249,18.8,19.8,0.5,0,0.1,4,2.5,4,0.5,0.24,0.29,1,
mext_11002,＜畜肉類＞　いのぶた　肉　脂身つき　生,いのぶた　肉　脂身つき　生,,,100,g,275,18.1,24.1,0.3,0,0.1,4,0.8,11,0.4,0.62,0.16,1,
mext_11003,＜畜肉類＞　うさぎ　肉　赤肉　生,うさぎ　肉　赤肉　生,,,100,g,131,20.5,6.3,,0,0.1,5,1.3,3,0.5,0.1,0.19,1,
mext_11004,＜畜肉類＞　うし　［和牛肉］　かた　脂身つき　生,うし　［和牛肉］　かた　脂身つき　生,,,100,g,258,17.7,22.3,0.3,0,0.1,4,0.9,,0.4,0.08,0.21,1,
mext_11005,＜畜肉類＞　うし　［和牛肉］　かた　皮下脂肪なし　生,うし　［和牛肉］　かた　皮下脂肪なし　生,,,1,個,597.5,45.75,49.5,0.75,0,0.25,10,2,,1,0.2,0.55,2.5,
mext_11006,＜畜肉類＞　うし　［和牛肉］　かた　赤肉　生,うし　［和牛肉］　かた　赤肉　生,,,100,g,183,20.2,12.2,0.3,0,0.1,4,2.7,0,0.3,0.09,0.24,1,
mext_11007,＜畜肉類＞　うし　［和牛肉］　かた　脂身　生,うし　［和牛肉］　かた　脂身　生,,,100,g,692,4,78,0,0,0,2,0.6,3,0.9,0.02,0.03,0,
mext_11008,＜畜肉類＞　うし　［和牛肉］　かたロース　脂身つき　生,うし　［和牛肉］　かたロース　脂身つき　生,,,100,g,380,13.8,37.4,0.2,0,0.1,3,0.7,3,0.5,0.06,0.17,1,
mext_11009,＜畜肉類＞　うし　［和牛肉］　かたロース　皮下脂肪なし　生,うし　［和牛肉］　かたロース　皮下脂肪なし　生,,,1,個,932.5,35,91.25,0.5,0,0.25,7.5,1.75,7.5,1.25,0.15,0.425,2.5,
mext_11010,＜畜肉類＞　うし　［和牛肉］　かたロース　赤肉　生,うし　［和牛肉］　かたロース　赤肉　生,,,100,g,293,16.5,26.1,0.2,0,0.1,3,2.4,3,0.4,0.07,0.21,1,
mext_11011,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　生,うし　［和牛肉］　リブロース　脂身つき　生,,,100,g,514,9.7,56.5,0.1,0,0.1,2,1.2,11,0.6,0.04,0.09,1,
mext_11249,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　ゆで,うし　［和牛肉］　リブロース　脂身つき　ゆで,,,100,g,539,12.6,58.2,0.1,0,0.1,2,1.4,8,0.7,0.03,0.08,0,
mext_11248,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　焼き,うし　［和牛肉］　リブロース　脂身つき　焼き,,,100,g,541,14.6,56.8,0.2,0,0.1,3,1.6,8,0.7,0.05,0.12,1,
mext_11012,＜畜肉類＞　うし　［和牛肉］　リブロース　皮下脂肪なし　生,うし　［和牛肉］　リブロース　皮下脂肪なし　生,,,1,個,1255,25.75,136,0.25,0,0.25,7.5,3.25,25,1.5,0.1,0.225,2.5,
mext_11013,＜畜肉類＞　うし　［和牛肉］　リブロース　赤肉　生,うし　［和牛肉］　リブロース　赤肉　生,,,100,g,395,14,40,0.2,0,0.1,3,1.7,7,0.4,0.05,0.13,1,
mext_11014,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身　生,うし　［和牛肉］　リブロース　脂身　生,,,100,g,674,4.2,78,0,0,0.1,2,0.6,16,0.9,0.02,0.03,,
mext_11015,＜畜肉類＞　うし　［和牛肉］　サーロイン　脂身つき　生,うし　［和牛肉］　サーロイン　脂身つき　生,,,100,g,460,11.7,47.5,0.3,0,0.1,3,0.9,3,0.6,0.05,0.12,1,
mext_11016,＜畜肉類＞　うし　［和牛肉］　サーロイン　皮下脂肪なし　生,うし　［和牛肉］　サーロイン　皮下脂肪なし　生,,,1,個,1055,32.25,106.25,0.75,0,0.25,7.5,2,7.5,1.25,0.125,0.325,2.5,
mext_11017,＜畜肉類＞　うし　［和牛肉］　サーロイン　赤肉　生,うし　［和牛肉］　サーロイン　赤肉　生,,,100,g,294,17.1,25.8,0.4,0,0.1,4,2,2,0.4,0.07,0.17,1,
mext_11018,＜畜肉類＞　うし　［和牛肉］　ばら　脂身つき　生,うし　［和牛肉］　ばら　脂身つき　生,,,100,g,472,11,50,0.1,0,0.1,4,1.4,3,0.6,0.04,0.11,1,
mext_11019,＜畜肉類＞　うし　［和牛肉］　もも　脂身つき　生,うし　［和牛肉］　もも　脂身つき　生,,,1,個,470,38.4,37.4,1,0,0.2,8,5,,0.6,0.18,0.4,2,
mext_11020,＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　生,うし　［和牛肉］　もも　皮下脂肪なし　生,,,1,個,424,40.4,31,1.2,0,0.2,8,5.4,0,0.4,0.18,0.42,2,
mext_11251,＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　ゆで,うし　［和牛肉］　もも　皮下脂肪なし　ゆで,,,1,個,604,51.4,46.6,0.4,0,0.2,8,6.8,0,0.8,0.1,0.38,0,
mext_11250,＜畜肉類＞　うし　［和牛肉］　もも　皮下脂肪なし　焼き,うし　［和牛肉］　もも　皮下脂肪なし　焼き,,,1,個,600,55.4,45.4,1,0,0.2,10,7.6,0,0.8,0.18,0.48,2,
mext_11021,＜畜肉類＞　うし　［和牛肉］　もも　赤肉　生,うし　［和牛肉］　もも　赤肉　生,,,1,個,352,42.6,21.4,1.2,0,0.2,8,5.6,0,0.4,0.2,0.44,2,
mext_11022,＜畜肉類＞　うし　［和牛肉］　もも　脂身　生,うし　［和牛肉］　もも　脂身　生,,,1,個,1328,8.8,150.8,0,0,0.2,4,1.6,6,1.4,0.04,0.04,2,
mext_11023,＜畜肉類＞　うし　［和牛肉］　そともも　脂身つき　生,うし　［和牛肉］　そともも　脂身つき　生,,,1,個,488,35.6,40,1,0,0.2,6,2.2,2,0.6,0.16,0.36,2,
mext_11024,＜畜肉類＞　うし　［和牛肉］　そともも　皮下脂肪なし　生,うし　［和牛肉］　そともも　皮下脂肪なし　生,,,1,個,438,37.4,33.2,1,0,0.2,6,2,,0.4,0.16,0.38,2,
mext_11025,＜畜肉類＞　うし　［和牛肉］　そともも　赤肉　生,うし　［和牛肉］　そともも　赤肉　生,,,1,個,318,41.4,17.4,1.2,0,0.2,6,4.8,0,0.4,0.18,0.44,2,
mext_11026,＜畜肉類＞　うし　［和牛肉］　ランプ　脂身つき　生,うし　［和牛肉］　ランプ　脂身つき　生,,,100,g,319,15.1,29.9,0.4,0,0.1,3,1.4,2,0.5,0.08,0.19,1,
mext_11027,＜畜肉類＞　うし　［和牛肉］　ランプ　皮下脂肪なし　生,うし　［和牛肉］　ランプ　皮下脂肪なし　生,,,1,個,732.5,40,66,1,0,0.25,7.5,3.25,5,1,0.225,0.5,2.5,
mext_11028,＜畜肉類＞　うし　［和牛肉］　ランプ　赤肉　生,うし　［和牛肉］　ランプ　赤肉　生,,,100,g,196,19.2,13.6,0.5,0,0.1,3,2.9,1,0.4,0.1,0.25,1,
mext_11029,＜畜肉類＞　うし　［和牛肉］　ヒレ　赤肉　生,うし　［和牛肉］　ヒレ　赤肉　生,,,100,g,207,19.1,15,0.3,0,0.1,3,2.5,1,0.4,0.09,0.24,1,
mext_11030,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　生,うし　［乳用肥育牛肉］　かた　脂身つき　生,,,100,g,231,17.1,19.8,0.3,0,0.2,4,2.1,5,0.4,0.08,0.2,1,
mext_11309,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　ゆで,うし　［乳用肥育牛肉］　かた　脂身つき　ゆで,,,100,g,298,20.8,23.8,0.1,0,0.1,3,2.3,1,0.5,0.05,0.16,0,
mext_11310,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身つき　焼き,うし　［乳用肥育牛肉］　かた　脂身つき　焼き,,,100,g,322,23,25.5,0.2,0,0.2,4,2.8,0,0.5,0.1,0.24,1,
mext_11031,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　皮下脂肪なし　生,うし　［乳用肥育牛肉］　かた　皮下脂肪なし　生,,,1,個,482.5,44.75,37.25,1,0,0.25,10,2.25,10,1,0.225,0.525,2.5,
mext_11032,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　生,うし　［乳用肥育牛肉］　かた　赤肉　生,,,100,g,138,20.4,6.7,0.2,0,0.2,4,2.5,3,0.3,0.1,0.24,1,
mext_11301,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　ゆで,うし　［乳用肥育牛肉］　かた　赤肉　ゆで,,,100,g,174,27.9,7.1,1,0,0.1,4,3.4,1,0.5,0.08,0.26,1,
mext_11302,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　赤肉　焼き,うし　［乳用肥育牛肉］　かた　赤肉　焼き,,,100,g,175,26.9,7.7,0.8,0,0.2,4,3.1,1,0.5,0.12,0.3,1,
mext_11033,＜畜肉類＞　うし　［乳用肥育牛肉］　かた　脂身　生,うし　［乳用肥育牛肉］　かた　脂身　生,,,100,g,650,4.5,73.3,0,0,0.1,2,0.7,17,0.8,0.02,0.03,1,
mext_11034,＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　脂身つき　生,うし　［乳用肥育牛肉］　かたロース　脂身つき　生,,,100,g,295,16.2,26.4,0.2,0,0.1,4,0.9,7,0.5,0.06,0.17,1,
mext_11035,＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　皮下脂肪なし　生,うし　［乳用肥育牛肉］　かたロース　皮下脂肪なし　生,,,1,個,712.5,41.25,63,0.5,0,0.25,10,2.25,17.5,1.25,0.15,0.425,2.5,
mext_11036,＜畜肉類＞　うし　［乳用肥育牛肉］　かたロース　赤肉　生,うし　［乳用肥育牛肉］　かたロース　赤肉　生,,,100,g,196,19.1,13.9,0.2,0,0.1,4,2.4,5,0.5,0.07,0.2,1,
mext_11037,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　生,うし　［乳用肥育牛肉］　リブロース　脂身つき　生,,,100,g,380,14.1,37.1,0.2,0,0.1,4,1,13,0.5,0.05,0.12,1,
mext_11039,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　ゆで,うし　［乳用肥育牛肉］　リブロース　脂身つき　ゆで,,,100,g,428,17.2,43,0.3,0,0.1,5,1.2,14,0.4,0.04,0.11,0,
mext_11038,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身つき　焼き,うし　［乳用肥育牛肉］　リブロース　脂身つき　焼き,,,100,g,457,20.4,45,0.3,0,0.1,4,1.4,14,0.6,0.07,0.17,1,
mext_11040,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　皮下脂肪なし　生,うし　［乳用肥育牛肉］　リブロース　皮下脂肪なし　生,,,1,個,877.5,37.5,83.5,0.5,0,0.25,10,2.25,30,1,0.125,0.325,2.5,
mext_11041,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　赤肉　生,うし　［乳用肥育牛肉］　リブロース　赤肉　生,,,100,g,230,18.8,17.8,0.3,0,0.1,4,2.1,10,0.3,0.06,0.17,2,
mext_11042,＜畜肉類＞　うし　［乳用肥育牛肉］　リブロース　脂身　生,うし　［乳用肥育牛肉］　リブロース　脂身　生,,,100,g,703,3.7,80.5,0,0,0,3,0.6,18,0.8,0.02,0.02,1,
mext_11043,＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　脂身つき　生,うし　［乳用肥育牛肉］　サーロイン　脂身つき　生,,,100,g,313,16.5,27.9,0.4,0,0.1,4,1,8,0.4,0.06,0.1,1,
mext_11044,＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　皮下脂肪なし　生,うし　［乳用肥育牛肉］　サーロイン　皮下脂肪なし　生,,,1,個,632.5,46,50.5,1.25,0,0.25,10,2,17.5,1,0.15,0.275,2.5,
mext_11045,＜畜肉類＞　うし　［乳用肥育牛肉］　サーロイン　赤肉　生,うし　［乳用肥育牛肉］　サーロイン　赤肉　生,,,100,g,167,21.1,9.1,0.6,0,0.2,4,2.1,5,0.3,0.07,0.12,2,
mext_11046,＜畜肉類＞　うし　［乳用肥育牛肉］　ばら　脂身つき　生,うし　［乳用肥育牛肉］　ばら　脂身つき　生,,,100,g,381,12.8,39.4,0.3,0,0.1,3,1.4,13,0.6,0.05,0.12,1,
mext_11252,＜畜肉類＞　うし　［乳用肥育牛肉］　ばら　脂身つき　焼き,うし　［乳用肥育牛肉］　ばら　脂身つき　焼き,,,100,g,451,15.9,44.2,0.3,0,0.2,3,1.8,12,0.8,0.06,0.14,,
mext_11047,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　脂身つき　生,うし　［乳用肥育牛肉］　もも　脂身つき　生,,,1,個,392,39,26.6,0.8,0,0.2,8,2.8,6,1.2,0.16,0.4,2,
mext_11048,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　生,うし　［乳用肥育牛肉］　もも　皮下脂肪なし　生,,,1,個,338,41,19.8,0.8,0,0.2,8,2.6,4,1,0.16,0.42,2,
mext_11050,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　ゆで,うし　［乳用肥育牛肉］　もも　皮下脂肪なし　ゆで,,,1,個,470,56.8,27.6,1.2,0,0.2,10,3.4,0,0.2,0.14,0.46,0,
mext_11049,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　皮下脂肪なし　焼き,うし　［乳用肥育牛肉］　もも　皮下脂肪なし　焼き,,,1,個,454,56,26.4,1.2,0,0.4,10,3.4,0,0.4,0.2,0.54,2,
mext_11051,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　赤肉　生,うし　［乳用肥育牛肉］　もも　赤肉　生,,,1,個,260,43.8,9.8,0.8,0,0.2,8,5.4,2,0.8,0.18,0.44,2,
mext_11052,＜畜肉類＞　うし　［乳用肥育牛肉］　もも　脂身　生,うし　［乳用肥育牛肉］　もも　脂身　生,,,1,個,1188,10.2,128.2,0.4,0,0.2,4,2.2,34,3.8,0.06,0.06,2,
mext_11053,＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　脂身つき　生,うし　［乳用肥育牛肉］　そともも　脂身つき　生,,,1,個,440,36.4,32.6,1.2,0,0.2,8,2.8,10,1,0.16,0.34,2,
mext_11054,＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　皮下脂肪なし　生,うし　［乳用肥育牛肉］　そともも　皮下脂肪なし　生,,,1,個,358,39.2,22.2,1.2,0,0.2,8,2.6,8,0.8,0.18,0.38,2,
mext_11055,＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　赤肉　生,うし　［乳用肥育牛肉］　そともも　赤肉　生,,,1,個,262,42.6,10,1.4,0,0.4,8,4.8,4,0.4,0.18,0.42,2,
mext_11056,＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　脂身つき　生,うし　［乳用肥育牛肉］　ランプ　脂身つき　生,,,100,g,234,18.6,17.8,0.6,0,0.1,4,1.4,6,0.7,0.08,0.19,1,
mext_11057,＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　皮下脂肪なし　生,うし　［乳用肥育牛肉］　ランプ　皮下脂肪なし　生,,,1,個,507.5,49.25,34.75,1.5,0,0.25,10,3.25,12.5,1.5,0.225,0.5,2.5,
mext_11058,＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　赤肉　生,うし　［乳用肥育牛肉］　ランプ　赤肉　生,,,100,g,142,22,6.1,0.7,0,0.2,4,2.7,3,0.4,0.1,0.23,2,
mext_11059,＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　生,うし　［乳用肥育牛肉］　ヒレ　赤肉　生,,,100,g,177,20.8,11.2,0.5,0,0.1,4,2.4,4,0.5,0.12,0.26,1,
mext_11253,＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　焼き,うし　［乳用肥育牛肉］　ヒレ　赤肉　焼き,,,100,g,238,27.2,15.2,0.4,0,0.2,5,3.5,3,0.3,0.16,0.35,,
mext_11254,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　生,うし　［交雑牛肉］　リブロース　脂身つき　生,,,100,g,489,12,51.8,0.3,0,0.1,3,1.2,3,0.6,0.05,0.1,1,
mext_11256,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　ゆで,うし　［交雑牛肉］　リブロース　脂身つき　ゆで,,,100,g,540,13.2,56.5,0.1,0,0,2,1.3,,0.7,0.03,0.08,0,
mext_11255,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　焼き,うし　［交雑牛肉］　リブロース　脂身つき　焼き,,,100,g,575,14.5,60.1,0.2,0,0.1,3,1.5,0,0.7,0.06,0.11,,
mext_11257,＜畜肉類＞　うし　［交雑牛肉］　リブロース　皮下脂肪なし　生,うし　［交雑牛肉］　リブロース　皮下脂肪なし　生,,,1,個,1095,34,113,0.75,0,0.25,7.5,3.25,7.5,1.25,0.125,0.275,2.5,
mext_11258,＜畜肉類＞　うし　［交雑牛肉］　リブロース　赤肉　生,うし　［交雑牛肉］　リブロース　赤肉　生,,,100,g,338,16.7,32.3,0.4,0,0.1,3,1.7,2,0.4,0.07,0.14,1,
mext_11259,＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身　生,うし　［交雑牛肉］　リブロース　脂身　生,,,100,g,759,3.6,86.7,0,0,0,2,0.3,5,0.9,0.01,0.02,,
